Entidad,Año,POB_TOT,IM,ANALF,SBASC,OVSDE,OVSEE,OVSAE,OVPT,VHAC,PL_5000,PO2SM,Tasa_Delictiva
MORELOS,2017,1930894.6,17.58004201774384,4.77388204917278,30.60963609205044,0.9271659924174496,0.3823491188496574,5.1782985440881975,3.9686126322746023,23.93763052672626,25.24465580359594,54.68053789016352,2306.858178587272
NAYARIT,2017,1202812.4,15.42461915551256,4.834819023955102,32.23250989179692,4.418815018955432,2.373918741226568,3.8254262112327058,3.944861253702446,23.782143259633582,38.075093410062244,48.70653308858076,281.5900467936646
NUEVO LEON,2017,5385479.2,20.91340125185244,1.57204560045218,22.29428237251276,0.137398729814136,0.1169455175297958,1.0991657928537708,0.7960582539118962,19.13566706772976,6.072958564797436,28.40531050296418,1631.3868596874352
OAXACA,2017,4033592.6,10.870416117235157,12.92254233065502,49.0337525685715,2.234504777307484,2.4944425320989683,11.831076216822623,13.65950751217164,34.78087550234672,60.6656761382344,61.21366525987884,820.335697759858
PUEBLA,2017,6334641.0,15.152671170883421,7.82195663359159,41.09583652867588,1.411122891150844,0.7724048025743669,6.024970771498836,5.547565858343322,31.37157058232112,37.531261387472036,62.21737047880426,860.3013177858066
QUERETARO,2017,2038372.0,16.3114936387848,4.57161651044236,31.7764187048744,2.95730663184144,0.670498601695643,3.23089615699663,1.52326183774329,24.2096035769861,39.0743200946638,25.9233549905725,2661.732009662613
QUINTANA ROO,2017,1644131.2,17.99020589566056,3.566417751096314,26.15410036956714,1.7714566110552301,0.9984360192259565,2.281098470191766,2.417897684771478,32.23970877317984,13.20464448631368,39.89667418723466,1619.5787781413067
SAN LUIS POTOSI,2017,2759594.0,15.74651188312712,5.80591918965427,34.23304549913144,2.018822916866812,1.844506863607704,9.462072799524456,5.319728968186438,21.83738767091068,38.46159697606674,52.1354086608564,1283.5583785151005
SINALOA,2017,2990569.8,17.8430963553599,3.9318286493560537,32.233371198370435,2.105633634196338,0.47155435103270316,2.357362534995882,2.61395951769385,25.7690528520983,31.41588861866176,44.328928317731936,792.7251856820062
SONORA,2017,2888134.0,19.00646228564962,2.114432226131584,25.4181352980247,0.8912408000566613,0.8955589618897909,2.029617886762584,2.534096479060798,22.62979342995868,16.495276155618562,43.24242409769464,916.7857170062055
TABASCO,2017,2398202.4,16.30628822849004,5.2763638425950345,31.80337535476954,1.8249071830216899,0.45733056667865357,8.533547488748763,3.563787964904944,29.93786645866512,53.49636366028974,50.87564914998704,2519.428718777031
TAMAULIPAS,2017,3476112.8,18.71306031107052,2.852529490710524,29.680699739421957,0.3205035058755824,0.6115462378084744,2.155853073697464,1.477038047924414,24.18724184473444,12.84780347271538,52.9387316672782,1396.7325801395168
TLAXCALA,2017,1300899.0,17.500391268641742,3.729412690881712,30.30320075644,1.2004250155750187,0.447142446861611,1.039593106704184,1.9205538937674858,28.09266023710748,34.6896333054538,62.404527470782725,541.0104858255713
VERACRUZ DE IGNACIO DE LA LLAVE,2017,8092534.6,14.0106076810197,9.107141512689603,43.180772692979524,1.449659413566372,1.400112680661392,11.504714147568755,6.496636568231578,28.45787914886204,46.06550708380358,61.052947702020404,828.4919782734078
YUCATAN,2017,2186664.2,14.570398204944341,6.8784628214268695,36.1327337740235,8.41089529866122,0.9245270176563803,1.410358862434674,1.568842819488012,32.32256342148282,25.09148528148718,56.4349833141466,1115.4433314452215
ZACATECAS,2017,1596380.6,16.93055519993998,4.15593422208846,36.559735873947815,3.444440528409486,0.5587102424991698,2.610604073858942,1.247671981596306,21.49550108330216,46.68074500381526,56.00645700137394,1212.7433771119493
AGUASCALIENTES,2018,1380381.8,20.47701800512646,2.307711520622838,26.0356774181588,0.4818566934121422,0.2608357809311812,0.65717756414041,0.7659890717440132,16.624207158843618,22.82894440073964,48.94424499963906,2816.6120416829604
BAJA CALIFORNIA,2018,3587718.4,20.21383375956992,1.882080672518268,26.84012532099592,0.2274833947725798,0.5394366727391724,2.38683444339617,1.608275443690508,17.966632897343338,9.212813850085587,53.268722625775055,2936.434476016847
BAJA CALIFORNIA SUR,2018,763879.8,19.8122707080316,2.403933780744338,26.16489881585118,0.406557190298718,1.0311449377415105,6.094753419305992,4.668916305841722,21.6528985634352,12.41552810247202,36.23820263247442,3087.0040024621676
CAMPECHE,2018,916990.2,16.15685299220892,6.19050042260999,32.16637415846332,3.144516650301218,1.2628543291379,4.981176587592196,2.79193573682928,33.15700507377932,30.30450442211372,58.281334375415135,247.43993992520316
CHIAPAS,2018,5413460.0,10.579112989817972,14.2140469041206,50.23195608464088,2.651805245963936,2.073362226576058,11.78399676516762,12.1433013157779,39.44086642894554,57.72374590902424,76.32752139044418,538.380259575207
CHIHUAHUA,2018,3667751.0,18.737846644811,2.64494509534467,29.70630947844222,1.402514131490116,1.718713793440684,1.949697262799096,2.013578011833176,17.02338568615384,15.45149921743726,53.9268944909182,1940.4261630628687
CIUDAD DE MEXICO,2018,9209944.0,23.1431092825321,1.42962125095984,17.6419644813308,0.0519522363374757,0.0518195615506952,1.24110360741188,0.633648831513289,14.3978042602539,1.00798658493472,56.1321676549178,2632.057263323208
COAHUILA DE ZARAGOZA,2018,3070028.6,20.88778825805372,1.798576342753176,24.118571933448358,0.427578233117907,0.2182001403890542,1.2305765440357317,0.7117312864719474,17.532274323572,10.88323104146726,47.19598828573736,1850.2433495244961
COLIMA,2018,723328.6,19.89237753261274,3.583948380981904,30.20933381292852,0.31749562619676763,0.3500045638720744,0.780514846720473,2.552927507497644,19.44786324186682,13.88795177707272,48.308087324923676,3405.3679060941326
DURANGO,2018,1801491.6,17.060538001645803,2.905051156056306,30.27844182343466,3.18550369112325,2.307320611612054,2.68820014203901,4.285550304340432,19.56093728000232,33.97437344269828,57.217378446140145,1806.280972944864
GUANAJUATO,2018,6041631.2,17.69473971364922,5.732064557436118,36.8228231784878,2.502694428901266,0.4961138030640048,3.40152629468896,2.251915511493066,20.28319336739692,33.82651765971292,55.21593603992662,2257.0560083177534
GUERRERO,2018,3537711.4,9.364831111819704,12.97436569944376,44.85904942984226,10.916979187883591,1.8056888191553602,13.18636696813934,15.10425400457896,36.56172561860792,48.75940975042552,69.48381405957556,824.3182301416673
HIDALGO,2018,2993048.2,16.2554060986593,7.278132451722194,32.47859973514174,2.384927477638886,0.8296796449826968,4.653383089771334,2.987837315886158,22.37676254755528,55.78320912020204,62.85363577536123,1720.653880548933
JALISCO,2018,8146822.6,20.12291340068558,3.1564808354408083,32.143635432713964,0.6894056831642112,0.3141887899153658,1.1866322923000387,1.62923635234995,17.26378188649186,16.69720100833948,45.27246190840444,2014.5645493741329
MEXICO,2018,16670494.0,19.24829362669348,3.0881130767421716,27.00807993164106,1.41097345562852,0.31024703391113195,3.28202660813728,2.01821974542177,23.83160833130424,19.13181535630768,53.71236354422286,2074.725560022396
MICHOACAN DE OCAMPO,2018,4683096.0,16.5131360490177,7.568183736042208,45.01202021198966,1.769917430343438,0.6160393912761384,3.394422026604316,5.712502613853116,22.51529830318246,38.7471169503385,60.32484272055956,985.8435530683121
MORELOS,2018,1944436.4,18.324673985506358,4.66454920207796,29.58337560568816,0.8628210425051044,0.3538996127819896,4.860171176667231,4.0132840077696486,22.38480623066744,25.53991972687926,60.98290262894288,2325.1467623214626
NAYARIT,2018,1213693.6,16.12173241371144,4.718616046850828,31.172658507053683,4.269540006112238,2.291380638034282,3.557361928814534,3.958511766599694,21.858093039584823,37.54031040847636,54.07850118541094,390.79055867148014
NUEVO LEON,2018,5518466.8,21.757040275734262,1.53658775031385,21.21817110299864,0.12541814583966798,0.1144541732492262,0.9669610547403812,0.7930995120322548,17.156476485704943,5.761134964729414,34.53414080342822,1532.0016059533057
OAXACA,2018,4066444.4,11.652413897135872,12.55647462432978,47.783700710441,2.1356900092182762,2.3044264855099623,11.219789519472535,13.770791622812261,33.00498282798048,60.244276878636,67.09245227234376,1079.5180182470956
PUEBLA,2018,6417520.0,16.008980670708382,7.53959979531092,39.68736824062062,1.318118297099806,0.719577658564045,5.5684756983717945,5.477130664917838,29.422823584828677,37.04829391521916,67.24421071719004,965.9962103741008
QUERETARO,2018,2038372.0,16.3114936387848,4.57161651044236,31.7764187048744,2.95730663184144,0.670498601695643,3.23089615699663,1.52326183774329,24.2096035769861,39.0743200946638,25.9233549905725,2937.0988220010872
QUINTANA ROO,2018,1715415.8,18.869757910042438,3.400834758483986,24.94543977363486,1.56120926448816,0.9403196322016796,2.073248724839734,2.419645717764952,30.20477286437086,12.62544508734052,45.68462950888414,1996.3672947398527
SAN LUIS POTOSI,2018,2780481.0,16.72701087210558,5.54236599629678,32.595462218154964,1.852085762423288,1.6234370988429059,8.854758626098334,5.2019314885659025,20.14887085877282,37.65046847850136,56.38352766877409,1385.659531570257
SINALOA,2018,3002694.2,18.7320149272419,3.8064924539523157,31.110070908658457,1.861686512974692,0.44737458160167876,2.039298199111238,2.4963115278114003,23.4678041861482,30.69712118641104,50.14100034469176,803.545029660363
SONORA,2018,2907036.0,19.80618827433018,2.074442847427946,24.4140434675867,0.8134507343366518,0.8181580315401212,1.785908972748036,2.497581735132262,20.62783576686372,16.04869286256904,49.90042045002306,644.0580715202701
TABASCO,2018,2399667.6,16.981675788327962,5.213666845974526,30.92611848490956,1.80317838104861,0.46890217951291235,7.7490879285896455,3.498544099194626,28.65528377517778,53.42041027739826,57.834877851457456,2431.836809398101
TAMAULIPAS,2018,3493320.2,19.474234328731278,2.761364609599046,28.38504122925744,0.2959068228796286,0.5503923124475485,1.978367155996236,1.456960132431886,21.93374144527706,12.31204459968782,60.7152422518565,1290.6059971255997
TLAXCALA,2018,1314925.0,18.290506067876862,3.603858326599818,29.182386322866698,1.1003238651224532,0.43367137933706,0.9912561115047509,1.879500200130704,26.14021574706092,33.8365832860669,67.87384885987188,488.1647242238151
VERACRUZ DE IGNACIO DE LA LLAVE,2018,8082549.4,14.8117909554802,8.904525764112837,42.07912291317028,1.385717262584228,1.289437685193428,10.561425764870233,6.325414227943773,26.670009032184062,45.997572244003315,66.7406970595394,766.7382769105005
YUCATAN,2018,2231408.8,15.55100303591956,6.584420346393729,34.6037807227102,7.56350103103373,0.8456820345899806,1.2945780410650158,1.516269132186298,30.27274657074278,24.500007613958918,60.8503148598667,588.7312087323488
ZACATECAS,2018,1604966.4,17.78611407770322,4.0234852249721005,35.14397281610567,3.0684322790951137,0.5257526974851132,2.351725557090238,1.247281947288314,19.74641898086844,45.928422998536035,61.31151505600956,1345.573340351549
AGUASCALIENTES,2019,1402994.4,21.34136942641128,2.209830927446434,24.8069708400594,0.4154265146515686,0.2463960907941366,0.604930036551629,0.7703348157356705,14.87819893159466,22.051064192412518,53.72429862282608,2742.6338978972403
BAJA CALIFORNIA,2019,3678369.2,20.79706558300206,1.855573886867354,25.76088677560866,0.2136664782480464,0.5617511249030083,2.24321084374012,1.761399144571564,16.27810290191872,8.834031081985447,63.40979157618408,2906.0160682076175
BAJA CALIFORNIA SUR,2019,781163.4,20.6428293151117,2.370094765396074,25.07348953978594,0.413248078398192,0.9961131756633972,5.744031771926515,4.864005133127947,20.126874811197602,11.347742033494061,40.86259038693656,2915.39516572333
CAMPECHE,2019,922676.6,16.98095219666706,6.02681812285795,30.97390172103526,2.8308157120237443,1.1540432848987598,4.478464107738478,2.7395113578388,31.56541240322266,30.11417981911536,64.14379928386292,260.87146894155546
CHIAPAS,2019,5478644.0,11.288883577731086,13.9573634572336,49.17575296159014,2.555359654179998,1.9359817170014342,11.23006739955946,12.265936170131,37.767630556391715,57.67948778671832,80.94889789882663,433.2458907715121
CHIHUAHUA,2019,3704810.0,19.3765590355865,2.63751292576777,28.50552604659636,1.409511156596128,1.6897122532145321,1.8033389722989979,2.098501119064858,15.31147702657912,14.91869249367798,60.3125716686153,2004.718190676445
CIUDAD DE MEXICO,2019,9209944.0,23.1431092825321,1.42962125095984,17.6419644813308,0.0519522363374757,0.0518195615506952,1.24110360741188,0.633648831513289,14.3978042602539,1.00798658493472,56.1321676549178,2661.080241095928
COAHUILA DE ZARAGOZA,2019,3108399.8,21.71673626566916,1.7354784049796281,22.80627096112858,0.363226250536247,0.1940112266640256,1.085534406217219,0.7296905788117771,15.5037236600465,10.46142789348018,53.61331273599119,1724.038201263557
